#     	A                   	B                   	A+B                 
----------------------------------------------------------------------
1     	' '                 	't'                 	' t'                
8001  	' invit'            	'ations'            	' invitations'      
8002  	' car'              	'ries'              	' carries'          
8003  	' a'                	'im'                	' aim'              
8004  	' refres'           	'hing'              	' refreshing'       
8005  	' present'          	'ed'                	' presented'        
8006  	' con'              	'c'                 	' conc'             
8007  	'he'                	'l'                 	'hel'               
8008  	' tw'               	'enty'              	' twenty'           
8009  	' r'                	'owed'              	' rowed'            
8010  	' B'                	'umpy'              	' Bumpy'            
8011  	'ot'                	's'                 	'ots'               
8012  	' squ'              	'ir'                	' squir'            
8013  	'ri'                	'e'                 	'rie'               
8014  	'arl'               	'otte'              	'arlotte'           
8015  	' fox'              	'es'                	' foxes'            
8016  	' coop'             	'er'                	' cooper'           
8017  	' fin'              	'al'                	' final'            
8018  	' duck'             	'ling'              	' duckling'         
8019  	' ca'               	'fe'                	' cafe'             
8020  	' B'                	'ibi'               	' Bibi'             
8021  	'P'                 	'ip'                	'Pip'               
8022  	' marshmallow'      	's'                 	' marshmallows'     
8023  	' cl'               	'icked'             	' clicked'          
8024  	' Z'                	'ipper'             	' Zipper'           
8025  	'o'                 	'or'                	'oor'               
8026  	' jet'              	's'                 	' jets'             
8027  	' des'              	'igning'            	' designing'        
8028  	' be'               	'aver'              	' beaver'           
8029  	'f'                 	'ive'               	'five'              
8030  	' M'                	'uffin'             	' Muffin'           
8031  	' H'                	'alloween'          	' Halloween'        
8032  	' mug'              	's'                 	' mugs'             
8033  	' Who'              	'ever'              	' Whoever'          
8034  	' dr'               	'own'               	' drown'            
8035  	' Al'               	'though'            	' Although'         
8036  	' tri'              	'cycle'             	' tricycle'         
8037  	' picnic'           	's'                 	' picnics'          
8038  	' opp'              	'os'                	' oppos'            
8039  	' con'              	'vin'               	' convin'           
8040  	' R'                	'uth'               	' Ruth'             
8041  	' Ex'               	'cited'             	' Excited'          
8042  	'i'                 	'ens'               	'iens'              
8043  	' C'                	'le'                	' Cle'              
8044  	'p'                 	'o'                 	'po'                
8045  	' scoop'            	's'                 	' scoops'           
8046  	' c'                	'ongratul'          	' congratul'        
8047  	' P'                	'op'                	' Pop'              
8048  	' Mad'              	'die'               	' Maddie'           
8049  	'Sad'               	'ly'                	'Sadly'             
8050  	' �'                	'�'                 	' —'                
8051  	' travel'           	's'                 	' travels'          
8052  	' al'               	'iens'              	' aliens'           
8053  	' test'             	's'                 	' tests'            
8054  	' question'         	'ed'                	' questioned'       
8055  	' Spe'              	'ed'                	' Speed'            
8056  	'in'                	'ted'               	'inted'             
8057  	' strip'            	's'                 	' strips'           
8058  	' cra'              	'ft'                	' craft'            
8059  	'N'                 	'ear'               	'Near'              
8060  	'at'                	'ty'                	'atty'              
8061  	'M'                 	'ouse'              	'Mouse'             
8062  	'co'                	'vered'             	'covered'           
8063  	' de'               	'fe'                	' defe'             
8064  	' Fl'               	'utter'             	' Flutter'          
8065  	' Bubb'             	'a'                 	' Bubba'            
8066  	'ir'                	'i'                 	'iri'               
8067  	'B'                 	'r'                 	'Br'                
8068  	' fight'            	's'                 	' fights'           
8069  	'ro'                	'ken'               	'roken'             
8070  	'B'                 	'all'               	'Ball'              
8071  	' oppos'            	'ite'               	' opposite'         
8072  	' Big'              	'gy'                	' Biggy'            
8073  	'H'                 	'mm'                	'Hmm'               
8074  	'F'                 	'ind'               	'Find'              
8075  	'E'                 	'lly'               	'Elly'              
8076  	'Ch'                	'loe'               	'Chloe'             
8077  	' I'                	'm'                 	' Im'               
8078  	' r'                	'out'               	' rout'             
8079  	' grand'            	'father'            	' grandfather'      
8080  	' encount'          	'ered'              	' encountered'      
8081  	' aff'              	'ord'               	' afford'           
8082  	' N'                	'ever'              	' Never'            
8083  	' dec'              	'l'                 	' decl'             
8084  	'in'                	'ch'                	'inch'              
8085  	' ra'               	'ising'             	' raising'          
8086  	'im'                	'ent'               	'iment'             
8087  	' up'               	'side'              	' upside'           
8088  	' V'                	'ivi'               	' Vivi'             
8089  	'Me'                	'anwhile'           	'Meanwhile'         
8090  	'J'                 	'ess'               	'Jess'              
8091  	' fl'               	'ashed'             	' flashed'          
8092  	' calm'             	'ly'                	' calmly'           
8093  	' R'                	'ita'               	' Rita'             
8094  	' yaw'              	'ning'              	' yawning'          
8095  	' since'            	're'                	' sincere'          
8096  	' real'             	'izes'              	' realizes'         
8097  	'atur'              	'day'               	'aturday'           
8098  	'Tr'                	'ust'               	'Trust'             
8099  	'Ch'                	'oo'                	'Choo'              
8100  	' cryst'            	'als'               	' crystals'         
8101  	' b'                	'uddy'              	' buddy'            
8102  	' Sam'              	'antha'             	' Samantha'         
8103  	' cup'              	'cakes'             	' cupcakes'         
8104  	' buck'             	'led'               	' buckled'          
8105  	'by'                	'es'                	'byes'              
8106  	'B'                 	'oth'               	'Both'              
8107  	' win'              	'ners'              	' winners'          
8108  	' def'              	'in'                	' defin'            
8109  	'ver'               	'se'                	'verse'             
8110  	'r'                 	'is'                	'ris'               
8111  	"'"                 	','                 	"',"                
8112  	' weap'             	'ons'               	' weapons'          
8113  	' ca'               	'w'                 	' caw'              
8114  	'sh'                	'adow'              	'shadow'            
8115  	'Jo'                	'sh'                	'Josh'              
8116  	' pack'             	'ages'              	' packages'         
8117  	' che'              	'at'                	' cheat'            
8118  	' S'                	'aturday'           	' Saturday'         
8119  	' sa'               	'cks'               	' sacks'            
8120  	' mes'              	'ses'               	' messes'           
8121  	' good'             	'byes'              	' goodbyes'         
8122  	' co'               	'ach'               	' coach'            
8123  	' att'              	'em'                	' attem'            
8124  	'qu'                	'et'                	'quet'              
8125  	' con'              	'vers'              	' convers'          
8126  	' Tr'               	'uck'               	' Truck'            
8127  	' Fl'               	'o'                 	' Flo'              
8128  	'v'                 	'al'                	'val'               
8129  	' dri'              	'ft'                	' drift'            
8130  	' cap'              	's'                 	' caps'             
8131  	' M'                	'ina'               	' Mina'             
8132  	' E'                	'va'                	' Eva'              
8133  	'em'                	'ies'               	'emies'             
8134  	' en'               	'emies'             	' enemies'          
8135  	'ash'               	'a'                 	'asha'              
8136  	' yumm'             	'iest'              	' yummiest'         
8137  	' scr'              	'ub'                	' scrub'            
8138  	' sw'               	'allow'             	' swallow'          
8139  	' return'           	'ing'               	' returning'        
8140  	'ri'                	'an'                	'rian'              
8141  	' admir'            	'ation'             	' admiration'       
8142  	' Sof'              	'ty'                	' Softy'            
8143  	' Me'               	'gan'               	' Megan'            
8144  	'S'                 	'ince'              	'Since'             
8145  	' spr'              	'out'               	' sprout'           
8146  	' Lou'              	'ise'               	' Louise'           
8147  	' un'               	'able'              	' unable'           
8148  	' Play'             	'ing'               	' Playing'          
8149  	' An'               	'other'             	' Another'          
8150  	'ugg'               	'ing'               	'ugging'            
8151  	'ook'               	's'                 	'ooks'              
8152  	' sad'              	'der'               	' sadder'           
8153  	' freez'            	'ing'               	' freezing'         
8154  	' bright'           	'est'               	' brightest'        
8155  	' b'                	'less'              	' bless'            
8156  	' Y'                	'awn'               	' Yawn'             
8157  	' resp'             	'on'                	' respon'           
8158  	' M'                	'an'                	' Man'              
8159  	're'                	'verse'             	'reverse'           
8160  	' respon'           	'se'                	' response'         
8161  	' co'               	'sy'                	' cosy'             
8162  	' O'                	'h'                 	' Oh'               
8163  	' diamond'          	's'                 	' diamonds'         
8164  	' br'               	'ide'               	' bride'            
8165  	'st'                	'alk'               	'stalk'             
8166  	' re'               	'app'               	' reapp'            
8167  	' opp'              	'ort'               	' opport'           
8168  	' hon'              	'king'              	' honking'          
8169  	' gar'              	'bage'              	' garbage'          
8170  	' whisper'          	'ing'               	' whispering'       
8171  	' stret'            	'ches'              	' stretches'        
8172  	' prevent'          	'ed'                	' prevented'        
8173  	'er'                	'k'                 	'erk'               
8174  	'ant'               	'astic'             	'antastic'          
8175  	' who'              	'ever'              	' whoever'          
8176  	' o'                	'dd'                	' odd'              
8177  	' aw'               	'ful'               	' awful'            
8178  	' G'                	'ray'               	' Gray'             
8179  	'al'                	'th'                	'alth'              
8180  	' weigh'            	's'                 	' weighs'           
8181  	' journey'          	's'                 	' journeys'         
8182  	' aw'               	'oke'               	' awoke'            
8183  	'B'                 	'rrr'               	'Brrr'              
8184  	' trap'             	's'                 	' traps'            
8185  	' spice'            	's'                 	' spices'           
8186  	' dragon'           	'fly'               	' dragonfly'        
8187  	'o'                 	'ff'                	'off'               
8188  	' b'                	'orn'               	' born'             
8189  	' reass'            	'ured'              	' reassured'        
8190  	' cl'               	'ip'                	' clip'             
8191  	'iv'                	'ia'                	'ivia'              
8192  	' st'               	'all'               	' stall'            
8193  	' bean'             	'stalk'             	' beanstalk'        
8194  	' arg'              	'um'                	' argum'            
8195  	' exam'             	'ining'             	' examining'        
8196  	' defin'            	'itely'             	' definitely'       
8197  	' beet'             	'les'               	' beetles'          
8198  	' automobile'       	's'                 	' automobiles'      
8199  	' M'                	'aisy'              	' Maisy'            
8200  	'm'                 	'ine'               	'mine'              
8201  	'ic'                	'i'                 	'ici'               
8202  	'H'                 	'op'                	'Hop'               
8203  	' visit'            	'ors'               	' visitors'         
8204  	' stuff'            	'ing'               	' stuffing'         
8205  	' playd'            	'ate'               	' playdate'         
8206  	' was'              	'hes'               	' washes'           
8207  	'c'                 	'ie'                	'cie'               
8208  	'b'                 	'roken'             	'broken'            
8209  	' wis'              	'er'                	' wiser'            
8210  	' custom'           	'er'                	' customer'         
8211  	'up'                	'er'                	'uper'              
8212  	'em'                	'ma'                	'emma'              
8213  	'R'                 	'achel'             	'Rachel'            
8214  	' trave'            	'lling'             	' travelling'       
8215  	' Sof'              	'ia'                	' Sofia'            
8216  	' Jo'               	'lly'               	' Jolly'            
8217  	' Fl'               	'op'                	' Flop'             
8218  	'ou'                	'quet'              	'ouquet'            
8219  	' haird'            	'ress'              	' hairdress'        
8220  	' b'                	'ouquet'            	' bouquet'          
8221  	' N'                	'urse'              	' Nurse'            
8222  	'or'                	'se'                	'orse'              
8223  	'bb'                	'le'                	'bble'              
8224  	','                 	"'"                 	",'"                
8225  	' t'                	'umbled'            	' tumbled'          
8226  	' decor'            	'ation'             	' decoration'       
8227  	' camp'             	'fire'              	' campfire'         
8228  	' E'                	'lle'               	' Elle'             
8229  	' honest'           	'y'                 	' honesty'          
8230  	' bu'               	'd'                 	' bud'              
8231  	'v'                 	'y'                 	'vy'                
8232  	'eb'                	'ecca'              	'ebecca'            
8233  	'On'                	'ly'                	'Only'              
8234  	' b'                	'omb'               	' bomb'             
8235  	' welc'             	'oming'             	' welcoming'        
8236  	' offer'            	'ing'               	' offering'         
8237  	' we'               	'alth'              	' wealth'           
8238  	' trou'             	'bles'              	' troubles'         
8239  	' occ'              	'as'                	' occas'            
8240  	' incre'            	'asing'             	' increasing'       
8241  	' O'                	't'                 	' Ot'               
8242  	' J'                	'ax'                	' Jax'              
8243  	' He'               	'llo'               	' Hello'            
8244  	' loud'             	'est'               	' loudest'          
8245  	' insp'             	'ired'              	' inspired'         
8246  	' ty'               	'pe'                	' type'             
8247  	' par'              	'ted'               	' parted'           
8248  	' gro'              	'an'                	' groan'            
8249  	' Ch'               	'ick'               	' Chick'            
8250  	' Nut'              	'ty'                	' Nutty'            
8251  	'ir'                	'ac'                	'irac'              
8252  	' wh'               	'ales'              	' whales'           
8253  	' Th'               	'under'             	' Thunder'          
8254  	' R'                	'icky'              	' Ricky'            
8255  	'y'                 	'l'                 	'yl'                
8256  	' decl'             	'ared'              	' declared'         
8257  	' correct'          	'ly'                	' correctly'        
8258  	'y'                 	'ler'               	'yler'              
8259  	'ook'               	'y'                 	'ooky'              
8260  	'f'                 	'us'                	'fus'               
8261  	' beak'             	's'                 	' beaks'            
8262  	' Quack'            	'y'                 	' Quacky'           
8263  	'ath'               	'an'                	'athan'             
8264  	' cle'              	'ared'              	' cleared'          
8265  	' cowb'             	'oys'               	' cowboys'          
8266  	' nuzz'             	'led'               	' nuzzled'          
8267  	' Dot'              	'ty'                	' Dotty'            
8268  	' pri'              	'zes'               	' prizes'           
8269  	' ex'               	'ch'                	' exch'             
8270  	'Fin'               	'ny'                	'Finny'             
8271  	' warm'             	'ly'                	' warmly'           
8272  	' Miss'             	'ile'               	' Missile'          
8273  	' re'               	'wards'             	' rewards'          
8274  	' obey'             	'ed'                	' obeyed'           
8275  	' custom'           	'ers'               	' customers'        
8276  	'Sh'                	'ould'              	'Should'            
8277  	' siren'            	's'                 	' sirens'           
8278  	' comfort'          	'ing'               	' comforting'       
8279  	' F'                	'el'                	' Fel'              
8280  	'sh'                	'aped'              	'shaped'            
8281  	' conn'             	'ect'               	' connect'          
8282  	' Fl'               	'appy'              	' Flappy'           
8283  	'm'                 	'atch'              	'match'             
8284  	' town'             	's'                 	' towns'            
8285  	' M'                	'agic'              	' Magic'            
8286  	' B'                	'ingo'              	' Bingo'            
8287  	'elie'              	've'                	'elieve'            
8288  	' re'               	'ly'                	' rely'             
8289  	' V'                	'icky'              	' Vicky'            
8290  	'H'                 	'oney'              	'Honey'             
8291  	' tr'               	'igger'             	' trigger'          
8292  	' own'              	's'                 	' owns'             
8293  	' insist'           	'ing'               	' insisting'        
8294  	' f'                	'antastic'          	' fantastic'        
8295  	' bend'             	's'                 	' bends'            
8296  	' F'                	'e'                 	' Fe'               
8297  	' spo'              	'iling'             	' spoiling'         
8298  	' hairdress'        	'er'                	' hairdresser'      
8299  	' surrender'        	'ed'                	' surrendered'      
8300  	' support'          	'ing'               	' supporting'       
8301  	' share'            	's'                 	' shares'           
8302  	' po'               	'ses'               	' poses'            
8303  	' p'                	'ipes'              	' pipes'            
8304  	' clean'            	's'                 	' cleans'           
8305  	'ren'               	'ch'                	'rench'             
8306  	'S'                 	'un'                	'Sun'               
8307  	'Out'               	'side'              	'Outside'           
8308  	'Jul'               	'ie'                	'Julie'             
8309  	' wrink'            	'led'               	' wrinkled'         
8310  	' C'                	'ook'               	' Cook'             
8311  	' cho'              	'pped'              	' chopped'          
8312  	' rec'              	'order'             	' recorder'         
8313  	' mo'               	'ons'               	' moons'            
8314  	' beam'             	'ing'               	' beaming'          
8315  	'un'                	'es'                	'unes'              
8316  	'ell'               	'ow'                	'ellow'             
8317  	'B'                 	'eth'               	'Beth'              
8318  	' than'             	'king'              	' thanking'         
8319  	' snow'             	'y'                 	' snowy'            
8320  	' Wo'               	'lf'                	' Wolf'             
8321  	' sc'               	'urry'              	' scurry'           
8322  	' exper'            	'ien'               	' experien'         
8323  	' enjoy'            	'able'              	' enjoyable'        
8324  	' act'              	'ive'               	' active'           
8325  	' c'                	'oral'              	' coral'            
8326  	' P'                	'iggy'              	' Piggy'            
8327  	' env'              	'iron'              	' environ'          
8328  	' doll'             	'ar'                	' dollar'           
8329  	' K'                	'evin'              	' Kevin'            
8330  	'w'                 	'orm'               	'worm'              
8331  	'el'                	'ope'               	'elope'             
8332  	' lo'               	'c'                 	' loc'              
8333  	'J'                 	'e'                 	'Je'                
8334  	' stream'           	'ers'               	' streamers'        
8335  	' B'                	'ub'                	' Bub'              
8336  	'ud'                	'ged'               	'udged'             
8337  	' Pat'              	'ty'                	' Patty'            
8338  	' M'                	'other'             	' Mother'           
8339  	' Z'                	'ack'               	' Zack'             
8340  	'ing'               	'er'                	'inger'             
8341  	'Su'                	'zy'                	'Suzy'              
8342  	' ex'               	'amp'               	' examp'            
8343  	' short'            	's'                 	' shorts'           
8344  	' shoo'             	'ed'                	' shooed'           
8345  	' environ'          	'ment'              	' environment'      
8346  	'T'                 	'ree'               	'Tree'              
8347  	' '                 	'ill'               	' ill'              
8348  	' sc'               	'ent'               	' scent'            
8349  	' bru'              	'ises'              	' bruises'          
8350  	'ust'               	'er'                	'uster'             
8351  	' gr'               	'at'                	' grat'             
8352  	' L'                	'uc'                	' Luc'              
8353  	'B'                 	'o'                 	'Bo'                
8354  	' his'              	'ses'               	' hisses'           
8355  	' steer'            	'ing'               	' steering'         
8356  	' sel'              	'f'                 	' self'             
8357  	' pl'               	'ugged'             	' plugged'          
8358  	' Els'              	'a'                 	' Elsa'             
8359  	' warri'            	'or'                	' warrior'          
8360  	' visit'            	's'                 	' visits'           
8361  	' exerc'            	'ises'              	' exercises'        
8362  	'sc'                	'reen'              	'screen'            
8363  	'ir'                	'l'                 	'irl'               
8364  	'ap'                	'tain'              	'aptain'            
8365  	' dan'              	'gers'              	' dangers'          
8366  	' cudd'             	'les'               	' cuddles'          
8367  	' R'                	'el'                	' Rel'              
8368  	' M'                	'in'                	' Min'              
8369  	' A'                	'r'                 	' Ar'               
8370  	' un'               	'fortunately'       	' unfortunately'    
8371  	' squ'              	'ished'             	' squished'         
8372  	' s'                	'igning'            	' signing'          
8373  	' L'                	'ight'              	' Light'            
8374  	'be'                	'e'                 	'bee'               
8375  	'R'                 	'ay'                	'Ray'               
8376  	' pilot'            	's'                 	' pilots'           
8377  	' disappoin'        	't'                 	' disappoint'       
8378  	'm'                 	'unk'               	'munk'              
8379  	' grat'             	'itude'             	' gratitude'        
8380  	' applaud'          	'ing'               	' applauding'       
8381  	' prov'             	'iding'             	' providing'        
8382  	' M'                	'oppy'              	' Moppy'            
8383  	'al'                	'f'                 	'alf'               
8384  	' tick'             	'les'               	' tickles'          
8385  	' t'                	'ing'               	' ting'             
8386  	' R'                	'ub'                	' Rub'              
8387  	'G'                 	'row'               	'Grow'              
8388  	' storm'            	's'                 	' storms'           
8389  	' night'            	's'                 	' nights'           
8390  	' ju'               	'd'                 	' jud'              
8391  	' convin'           	'ced'               	' convinced'        
8392  	' bad'              	'ger'               	' badger'           
8393  	' Els'              	'ie'                	' Elsie'            
8394  	' you'              	'n'                 	' youn'             
8395  	' respons'          	'ib'                	' responsib'        
8396  	' choo'             	'sing'              	' choosing'         
8397  	' K'                	'elly'              	' Kelly'            
8398  	'J'                 	'oy'                	'Joy'               
8399  	' youn'             	'gest'              	' youngest'         
8400  	' neare'            	'st'                	' nearest'          
8401  	' bra'              	'ins'               	' brains'           
8402  	' activ'            	'ity'               	' activity'         
8403  	'A'                 	'bby'               	'Abby'              
8404  	' explo'            	'ded'               	' exploded'         
8405  	' coug'             	'hed'               	' coughed'          
8406  	' arr'              	'anged'             	' arranged'         
8407  	'C'                 	'laire'             	'Claire'            
8408  	' reward'           	'ing'               	' rewarding'        
8409  	' T'                	're'                	' Tre'              
8410  	' F'                	'ly'                	' Fly'              
8411  	'p'                 	'r'                 	'pr'                
8412  	'g'                 	'ood'               	'good'              
8413  	'erp'               	'iece'              	'erpiece'           
8414  	' sun'              	'screen'            	' sunscreen'        
8415  	' pe'               	'ep'                	' peep'             
8416  	' bo'               	'nd'                	' bond'             
8417  	' Fl'               	'oppy'              	' Floppy'           
8418  	'as'                	'ers'               	'asers'             
8419  	'M'                 	'on'                	'Mon'               
8420  	' Tweet'            	'y'                 	' Tweety'           
8421  	' S'                	'weet'              	' Sweet'            
8422  	' K'                	'aty'               	' Katy'             
8423  	' Jo'               	'an'                	' Joan'             
8424  	' S'                	'al'                	' Sal'              
8425  	'il'                	'ities'             	'ilities'           
8426  	' annoy'            	'ing'               	' annoying'         
8427  	's'                 	'n'                 	'sn'                
8428  	' soap'             	'y'                 	' soapy'            
8429  	'me'                	'ow'                	'meow'              
8430  	'S'                 	'plash'             	'Splash'            
8431  	' rail'             	's'                 	' rails'            
8432  	' lace'             	's'                 	' laces'            
8433  	' thread'           	's'                 	' threads'          
8434  	' t'                	'apping'            	' tapping'          
8435  	' off'              	'ic'                	' offic'            
8436  	' appreci'          	'ated'              	' appreciated'      
8437  	' P'                	'ine'               	' Pine'             
8438  	' Ph'               	'il'                	' Phil'             
8439  	'bo'                	'ards'              	'boards'            
8440  	' we'               	'ighing'            	' weighing'         
8441  	' heart'            	'broken'            	' heartbroken'      
8442  	' emer'             	'ged'               	' emerged'          
8443  	' congratul'        	'ated'              	' congratulated'    
8444  	' P'                	'ick'               	' Pick'             
8445  	'D'                 	'anger'             	'Danger'            
8446  	' t'                	'in'                	' tin'              
8447  	' S'                	'il'                	' Sil'              
8448  	' crocodile'        	's'                 	' crocodiles'       
8449  	' cl'               	'erk'               	' clerk'            
8450  	' scr'              	'am'                	' scram'            
8451  	' attem'            	'pt'                	' attempt'          
8452  	' N'                	'ancy'              	' Nancy'            
8453  	'w'                 	'ater'              	'water'             
8454  	'Ah'                	'oy'                	'Ahoy'              
8455  	' sn'               	'ug'                	' snug'             
8456  	' mess'             	'ed'                	' messed'           
8457  	' examp'            	'le'                	' example'          
8458  	' d'                	'ial'               	' dial'             
8459  	' K'                	'ay'                	' Kay'              
8460  	' A'                	'ny'                	' Any'              
8461  	'Mom'               	'ma'                	'Momma'             
8462  	' hook'             	's'                 	' hooks'            
8463  	' Jon'              	'ny'                	' Jonny'            
8464  	' top'              	's'                 	' tops'             
8465  	' chip'             	'munk'              	' chipmunk'         
8466  	' so'               	'ot'                	' soot'             
8467  	' guard'            	'ing'               	' guarding'         
8468  	' bat'              	'hed'               	' bathed'           
8469  	' manag'            	'er'                	' manager'          
8470  	' T'                	'ippy'              	' Tippy'            
8471  	'ort'               	'unately'           	'ortunately'        
8472  	' Mic'              	'roscope'           	' Microscope'       
8473  	'F'                 	'riends'            	'Friends'           
8474  	' D'                	'e'                 	' De'               
8475  	'et'                	'ah'                	'etah'              
8476  	'Snow'              	'y'                 	'Snowy'             
8477  	' mast'             	'erpiece'           	' masterpiece'      
8478  	' B'                	'aa'                	' Baa'              
8479  	' er'               	'asers'             	' erasers'          
8480  	' tip'              	's'                 	' tips'             
8481  	' fin'              	'ishes'             	' finishes'         
8482  	' f'                	'et'                	' fet'              
8483  	' comm'             	'on'                	' common'           
8484  	' Tom'              	'orrow'             	' Tomorrow'         
8485  	'mb'                	'ers'               	'mbers'             
8486  	' trot'             	'ted'               	' trotted'          
8487  	' nibb'             	'led'               	' nibbled'          
8488  	' me'               	'mbers'             	' members'          
8489  	' dig'              	's'                 	' digs'             
8490  	'Pe'                	'ople'              	'People'            
8491  	' kind'             	'er'                	' kinder'           
8492  	' che'              	'etah'              	' cheetah'          
8493  	' particular'       	'ly'                	' particularly'     
8494  	' chew'             	's'                 	' chews'            
8495  	' bl'               	'ond'               	' blond'            
8496  	'ir'                	'cle'               	'ircle'             
8497  	' rip'              	's'                 	' rips'             
8498  	' be'               	'ast'               	' beast'            
8499  	'L'                 	'izzy'              	'Lizzy'             
8500  	' argum'            	'ent'               	' argument'         
8501  	'at'                	'ive'               	'ative'             
8502  	' fa'               	'ith'               	' faith'            
8503  	' Help'             	'ing'               	' Helping'          
8504  	' earn'             	'ed'                	' earned'           
8505  	'Ann'               	'e'                 	'Anne'              
8506  	' obser'            	'ving'              	' observing'        
8507  	' forgiven'         	'ess'               	' forgiveness'      
8508  	' Jo'               	'ke'                	' Joke'             
8509  	' C'                	'ici'               	' Cici'             
8510  	'chie'              	'vous'              	'chievous'          
8511  	' inst'             	'antly'             	' instantly'        
8512  	' fis'              	'hes'               	' fishes'           
8513  	' experien'         	'ced'               	' experienced'      
8514  	' cur'              	'l'                 	' curl'             
8515  	' che'              	'aper'              	' cheaper'          
8516  	' J'                	'umpy'              	' Jumpy'            
8517  	'Ros'               	'ie'                	'Rosie'             
8518  	' mis'              	'chievous'          	' mischievous'      
8519  	' gener'            	'osity'             	' generosity'       
8520  	' c'                	'ages'              	' cages'            
8521  	' Tw'               	'ist'               	' Twist'            
8522  	'G'                 	'r'                 	'Gr'                
8523  	'B'                 	'aa'                	'Baa'               
8524  	' meow'             	'ing'               	' meowing'          
8525  	' fo'               	'am'                	' foam'             
8526  	'm'                 	'ered'              	'mered'             
8527  	'C'                 	'indy'              	'Cindy'             
8528  	' store'            	's'                 	' stores'           
8529  	' grand'            	'd'                 	' grandd'           
8530  	' A'                	'g'                 	' Ag'               
8531  	'etch'              	'up'                	'etchup'            
8532  	' matter'           	'ed'                	' mattered'         
8533  	' te'               	'les'               	' teles'            
8534  	' p'                	'asses'             	' passes'           
8535  	' l'                	'imp'               	' limp'             
8536  	'S'                 	'que'               	'Sque'              
8537  	' sleep'            	's'                 	' sleeps'           
8538  	'io'                	'let'               	'iolet'             
8539  	' breath'           	's'                 	' breaths'          
8540  	'ord'               	'inary'             	'ordinary'          
8541  	'et'                	'tle'               	'ettle'             
8542  	'end'               	'ing'               	'ending'            
8543  	' tr'               	'ans'               	' trans'            
8544  	' r'                	'in'                	' rin'              
8545  	' gasp'             	's'                 	' gasps'            
8546  	' Fred'             	'die'               	' Freddie'          
8547  	'G'                 	'ot'                	'Got'               
8548  	' r'                	'umbling'           	' rumbling'         
8549  	' hat'              	'ch'                	' hatch'            
8550  	' Mom'              	'ma'                	' Momma'            
8551  	'o'                 	'ver'               	'over'              
8552  	'ab'                	'ra'                	'abra'              
8553  	' grass'            	'ho'                	' grassho'          
8554  	' accompl'          	'ished'             	' accomplished'     
8555  	' Ho'               	'pper'              	' Hopper'           
8556  	'ac'                	'ing'               	'acing'             
8557  	' th'               	'ump'               	' thump'            
8558  	' teles'            	'cope'              	' telescope'        
8559  	' str'              	'um'                	' strum'            
8560  	' smart'            	'est'               	' smartest'         
8561  	' mat'              	's'                 	' mats'             
8562  	' wh'               	'ined'              	' whined'           
8563  	' mo'               	'at'                	' moat'             
8564  	'G'                 	'ina'               	'Gina'              
8565  	' scram'            	'bled'              	' scrambled'        
8566  	' j'                	'ugg'               	' jugg'             
8567  	' farm'             	'ers'               	' farmers'          
8568  	' I'                	'ce'                	' Ice'              
8569  	' dri'              	'p'                 	' drip'             
8570  	'Rob'               	'bie'               	'Robbie'            
8571  	' sy'               	'rup'               	' syrup'            
8572  	' garden'           	's'                 	' gardens'          
8573  	' collap'           	'sed'               	' collapsed'        
8574  	' ang'              	'rily'              	' angrily'          
8575  	' M'                	'ore'               	' More'             
8576  	'ou'                	'raged'             	'ouraged'           
8577  	'ide'               	'y'                 	'idey'              
8578  	' ve'               	'gg'                	' vegg'             
8579  	' sty'              	'les'               	' styles'           
8580  	' forest'           	's'                 	' forests'          
8581  	' experience'       	's'                 	' experiences'      
8582  	' discover'         	'ies'               	' discoveries'      
8583  	'ho'                	'le'                	'hole'              
8584  	' to'               	'r'                 	' tor'              
8585  	' med'              	'als'               	' medals'           
8586  	' ty'               	'pes'               	' types'            
8587  	' otter'            	's'                 	' otters'           
8588  	' mean'             	'ing'               	' meaning'          
8589  	' f'                	'aint'              	' faint'            
8590  	' con'              	'qu'                	' conqu'            
8591  	' Do'               	'es'                	' Does'             
8592  	'p'                 	'it'                	'pit'               
8593  	'ad'                	'abra'              	'adabra'            
8594  	'ac'                	'ock'               	'acock'             
8595  	' sn'               	'apping'            	' snapping'         
8596  	' hard'             	'est'               	' hardest'          
8597  	' f'                	'if'                	' fif'              
8598  	'er'                	'ing'               	'ering'             
8599  	' move'             	'ments'             	' movements'        
8600  	' express'          	'ion'               	' expression'       
8601  	' sur'              	'v'                 	' surv'             
8602  	' ch'               	'illy'              	' chilly'           
8603  	' bubb'             	'ly'                	' bubbly'           
8604  	' aff'              	'ect'               	' affect'           
8605  	'P'                 	'inky'              	'Pinky'             
8606  	' vest'             	's'                 	' vests'            
8607  	' unf'              	'air'               	' unfair'           
8608  	' cour'             	't'                 	' court'            
8609  	'When'              	'ever'              	'Whenever'          
8610  	' tooth'            	'brush'             	' toothbrush'       
8611  	' score'            	's'                 	' scores'           
8612  	' extra'            	'ordinary'          	' extraordinary'    
8613  	'N'                 	'ever'              	'Never'             
8614  	' att'              	'itude'             	' attitude'         
8615  	' vi'               	'br'                	' vibr'             
8616  	' hor'              	'ri'                	' horri'            
8617  	' blue'             	'bird'              	' bluebird'         
8618  	' Mon'              	'key'               	' Monkey'           
8619  	'm'                 	'el'                	'mel'               
8620  	'll'                	's'                 	'lls'               
8621  	'M'                 	'o'                 	'Mo'                
